Quarter of Date,Name,Avg. Rating,Max. Rating,WC
1959 Q3,Mikhail Tal,2782,2782,
1959 Q3,Mikhail Botvinnik,2755,2755,
1959 Q3,Tigran Petrosian,2751,2751,
1959 Q3,Vassily Smyslov,2751,2751,
1959 Q3,Paul Keres,2743,2743,
1959 Q3,Boris Spassky,2726,2726,
1959 Q3,Viktor Korchnoi,2722,2722,
1959 Q4,Mikhail Tal,2779,2779,
1959 Q4,Paul Keres,2764,2764,
1959 Q4,Tigran Petrosian,2762,2762,
1959 Q4,Vassily Smyslov,2744,2744,
1959 Q4,Mikhail Botvinnik,2744,2744,
1959 Q4,Boris Spassky,2738,2738,
1959 Q4,Viktor Korchnoi,2722,2722,
1960 Q1,Mikhail Tal,2787,2787,
1960 Q1,Paul Keres,2770,2770,
1960 Q1,Tigran Petrosian,2760,2760,
1960 Q1,Boris Spassky,2757,2757,
1960 Q1,Vassily Smyslov,2757,2757,
1960 Q1,Mikhail Botvinnik,2741,2741,
1960 Q1,Viktor Korchnoi,2721,2721,
1960 Q2,Mikhail Tal,2793,2793,
1960 Q2,Paul Keres,2772,2772,
1960 Q2,Tigran Petrosian,2764,2764,
1960 Q2,Boris Spassky,2759,2759,
1960 Q2,Vassily Smyslov,2755,2755,
1960 Q2,Viktor Korchnoi,2731,2731,
1960 Q2,Mikhail Botvinnik,2726,2726,
1960 Q3,Mikhail Tal,2793,2793,
1960 Q3,Paul Keres,2768,2768,
1960 Q3,Tigran Petrosian,2766,2766,
1960 Q3,Boris Spassky,2759,2759,
1960 Q3,Vassily Smyslov,2751,2751,
1960 Q3,Viktor Korchnoi,2733,2733,
1960 Q3,Mikhail Botvinnik,2719,2719,
1960 Q4,Mikhail Tal,2799,2799,
1960 Q4,Tigran Petrosian,2776,2776,
1960 Q4,Paul Keres,2766,2766,
1960 Q4,Boris Spassky,2753,2753,
1960 Q4,Viktor Korchnoi,2752,2752,
1960 Q4,Vassily Smyslov,2749,2749,
1960 Q4,Mikhail Botvinnik,2707,2707,
1961 Q1,Mikhail Tal,2794,2794,
1961 Q1,Tigran Petrosian,2782,2782,
1961 Q1,Vassily Smyslov,2760,2760,
1961 Q1,Paul Keres,2758,2758,
1961 Q1,Viktor Korchnoi,2754,2754,
1961 Q1,Boris Spassky,2747,2747,
1961 Q1,Bobby Fischer,2727,2727,
1961 Q1,Mikhail Botvinnik,2720,2720,
1961 Q2,Mikhail Tal,2791,2791,
1961 Q2,Tigran Petrosian,2784,2784,
1961 Q2,Vassily Smyslov,2758,2758,
1961 Q2,Paul Keres,2757,2757,
1961 Q2,Viktor Korchnoi,2757,2757,
1961 Q2,Boris Spassky,2743,2743,
1961 Q2,Mikhail Botvinnik,2743,2743,
1961 Q2,Bobby Fischer,2728,2728,
1961 Q3,Tigran Petrosian,2785,2785,
1961 Q3,Viktor Korchnoi,2774,2774,
1961 Q3,Mikhail Tal,2773,2773,
1961 Q3,Mikhail Botvinnik,2771,2771,
1961 Q3,Vassily Smyslov,2761,2761,
1961 Q3,Paul Keres,2757,2757,
1961 Q3,Boris Spassky,2749,2749,
1961 Q3,Bobby Fischer,2730,2730,
1961 Q4,Tigran Petrosian,2786,2786,
1961 Q4,Mikhail Tal,2783,2783,
1961 Q4,Viktor Korchnoi,2776,2776,
1961 Q4,Mikhail Botvinnik,2772,2772,
1961 Q4,Paul Keres,2762,2762,
1961 Q4,Vassily Smyslov,2758,2758,
1961 Q4,Boris Spassky,2745,2745,
1961 Q4,Bobby Fischer,2745,2745,
1962 Q1,Tigran Petrosian,2788,2788,
1962 Q1,Viktor Korchnoi,2777,2777,
1962 Q1,Mikhail Botvinnik,2774,2774,
1962 Q1,Mikhail Tal,2772,2772,
1962 Q1,Boris Spassky,2759,2759,
1962 Q1,Paul Keres,2747,2747,
1962 Q1,Bobby Fischer,2738,2738,
1962 Q1,Vassily Smyslov,2737,2737,
1962 Q2,Tigran Petrosian,2783,2783,
1962 Q2,Mikhail Botvinnik,2772,2772,
1962 Q2,Viktor Korchnoi,2770,2770,
1962 Q2,Mikhail Tal,2769,2769,
1962 Q2,Bobby Fischer,2761,2761,
1962 Q2,Boris Spassky,2757,2757,
1962 Q2,Paul Keres,2744,2744,
1962 Q2,Vassily Smyslov,2733,2733,
1962 Q3,Paul Keres,2764,2764,
1962 Q3,Mikhail Botvinnik,2764,2764,
1962 Q3,Viktor Korchnoi,2763,2763,
1962 Q3,Bobby Fischer,2761,2761,
1962 Q3,Boris Spassky,2756,2756,
1962 Q3,Mikhail Tal,2740,2740,
1962 Q3,Vassily Smyslov,2733,2733,
1962 Q4,Tigran Petrosian,2796,2796,
1962 Q4,Tigran Petrosian,2794,2794,
1962 Q4,Boris Spassky,2762,2762,
1962 Q4,Viktor Korchnoi,2760,2760,
1962 Q4,Paul Keres,2755,2755,
1962 Q4,Mikhail Botvinnik,2755,2755,
1962 Q4,Bobby Fischer,2755,2755,
1962 Q4,Vassily Smyslov,2732,2732,
1962 Q4,Mikhail Tal,2732,2732,
1963 Q1,Tigran Petrosian,2792,2792,
1963 Q1,Viktor Korchnoi,2761,2761,
1963 Q1,Boris Spassky,2758,2758,
1963 Q1,Mikhail Botvinnik,2756,2756,
1963 Q1,Paul Keres,2755,2755,
1963 Q1,Bobby Fischer,2752,2752,
1963 Q1,Mikhail Tal,2731,2731,
1963 Q1,Vassily Smyslov,2728,2728,
1963 Q2,Tigran Petrosian,2785,2785,
1963 Q2,Mikhail Botvinnik,2766,2766,
1963 Q2,Viktor Korchnoi,2760,2760,
1963 Q2,Bobby Fischer,2759,2759,
1963 Q2,Boris Spassky,2758,2758,
1963 Q2,Paul Keres,2757,2757,
1963 Q2,Mikhail Tal,2730,2730,
1963 Q2,Vassily Smyslov,2725,2725,
1963 Q3,Tigran Petrosian,2793,2793,
1963 Q3,Viktor Korchnoi,2760,2760,
1963 Q3,Paul Keres,2758,2758,
1963 Q3,Boris Spassky,2757,2757,
1963 Q3,Bobby Fischer,2757,2757,
1963 Q3,Mikhail Botvinnik,2753,2753,
1963 Q3,Mikhail Tal,2726,2726,
1963 Q3,Vassily Smyslov,2724,2724,
1963 Q4,Tigran Petrosian,2794,2794,
1963 Q4,Mikhail Botvinnik,2769,2769,
1963 Q4,Bobby Fischer,2765,2765,
1963 Q4,Viktor Korchnoi,2763,2763,
1963 Q4,Paul Keres,2759,2759,
1963 Q4,Boris Spassky,2746,2746,
1963 Q4,Mikhail Tal,2736,2736,
1963 Q4,Vassily Smyslov,2729,2729,
1964 Q1,Tigran Petrosian,2788,2788,
1964 Q1,Bobby Fischer,2788,2788,
1964 Q1,Mikhail Botvinnik,2767,2767,
1964 Q1,Boris Spassky,2749,2749,
1964 Q1,Viktor Korchnoi,2749,2749,
1964 Q1,Paul Keres,2748,2748,
1964 Q1,Mikhail Tal,2740,2740,
1964 Q1,Vassily Smyslov,2739,2739,
1964 Q2,Bobby Fischer,2790,2790,
1964 Q2,Tigran Petrosian,2784,2784,
1964 Q2,Mikhail Botvinnik,2765,2765,
1964 Q2,Boris Spassky,2747,2747,
1964 Q2,Paul Keres,2747,2747,
1964 Q2,Mikhail Tal,2746,2746,
1964 Q2,Viktor Korchnoi,2744,2744,
1964 Q2,Vassily Smyslov,2739,2739,
1964 Q3,Bobby Fischer,2784,2784,
1964 Q3,Tigran Petrosian,2772,2772,
1964 Q3,Boris Spassky,2756,2756,
1964 Q3,Mikhail Tal,2751,2751,
1964 Q3,Mikhail Botvinnik,2747,2747,
1964 Q3,Vassily Smyslov,2744,2744,
1964 Q3,Paul Keres,2743,2743,
1964 Q3,Viktor Korchnoi,2738,2738,
1964 Q4,Bobby Fischer,2779,2779,
1964 Q4,Tigran Petrosian,2767,2767,
1964 Q4,Boris Spassky,2754,2754,
1964 Q4,Mikhail Tal,2754,2754,
1964 Q4,Vassily Smyslov,2744,2744,
1964 Q4,Paul Keres,2743,2743,
1964 Q4,Mikhail Botvinnik,2738,2738,
1964 Q4,Viktor Korchnoi,2735,2735,
1965 Q1,Bobby Fischer,2774,2774,
1965 Q1,Mikhail Tal,2763,2763,
1965 Q1,Tigran Petrosian,2762,2762,
1965 Q1,Boris Spassky,2750,2750,
1965 Q1,Viktor Korchnoi,2749,2749,
1965 Q1,Mikhail Botvinnik,2749,2749,
1965 Q1,Vassily Smyslov,2744,2744,
1965 Q1,Paul Keres,2739,2739,
1965 Q2,Mikhail Tal,2766,2766,
1965 Q2,Bobby Fischer,2765,2765,
1965 Q2,Tigran Petrosian,2754,2754,
1965 Q2,Viktor Korchnoi,2753,2753,
1965 Q2,Boris Spassky,2752,2752,
1965 Q2,Vassily Smyslov,2741,2741,
1965 Q2,Mikhail Botvinnik,2740,2740,
1965 Q2,Paul Keres,2734,2734,
1965 Q3,Mikhail Tal,2773,2773,
1965 Q3,Bobby Fischer,2758,2758,
1965 Q3,Viktor Korchnoi,2755,2755,
1965 Q3,Boris Spassky,2752,2752,
1965 Q3,Tigran Petrosian,2749,2749,
1965 Q3,Vassily Smyslov,2738,2738,
1965 Q3,Mikhail Botvinnik,2737,2737,
1965 Q3,Paul Keres,2733,2733,
1965 Q4,Viktor Korchnoi,2775,2775,
1965 Q4,Mikhail Tal,2773,2773,
1965 Q4,Boris Spassky,2755,2755,
1965 Q4,Bobby Fischer,2745,2745,
1965 Q4,Tigran Petrosian,2742,2742,
1965 Q4,Vassily Smyslov,2737,2737,
1965 Q4,Mikhail Botvinnik,2733,2733,
1966 Q1,Boris Spassky,2767,2767,
1966 Q1,Mikhail Tal,2763,2763,
1966 Q1,Viktor Korchnoi,2755,2755,
1966 Q1,Bobby Fischer,2744,2744,
1966 Q1,Tigran Petrosian,2735,2735,
1966 Q1,Vassily Smyslov,2732,2732,
1966 Q1,Mikhail Botvinnik,2725,2725,
1966 Q2,Boris Spassky,2767,2767,
1966 Q2,Mikhail Tal,2761,2761,
1966 Q2,Viktor Korchnoi,2753,2753,
1966 Q2,Bobby Fischer,2751,2751,
1966 Q2,Vassily Smyslov,2738,2738,
1966 Q2,Tigran Petrosian,2736,2736,
1966 Q2,Mikhail Botvinnik,2722,2722,
1966 Q3,Mikhail Tal,2761,2761,
1966 Q3,Viktor Korchnoi,2761,2761,
1966 Q3,Boris Spassky,2757,2757,
1966 Q3,Bobby Fischer,2752,2752,
1966 Q3,Tigran Petrosian,2748,2748,
1966 Q3,Vassily Smyslov,2733,2733,
1966 Q3,Mikhail Botvinnik,2717,2717,
1966 Q4,Bobby Fischer,2772,2772,
1966 Q4,Viktor Korchnoi,2758,2758,
1966 Q4,Boris Spassky,2756,2756,
1966 Q4,Tigran Petrosian,2748,2748,
1966 Q4,Mikhail Tal,2747,2747,
1966 Q4,Mikhail Botvinnik,2744,2744,
1966 Q4,Vassily Smyslov,2732,2732,
1967 Q1,Bobby Fischer,2805,2805,
1967 Q1,Mikhail Tal,2765,2765,
1967 Q1,Tigran Petrosian,2763,2763,
1967 Q1,Boris Spassky,2753,2753,
1967 Q1,Viktor Korchnoi,2749,2749,
1967 Q1,Mikhail Botvinnik,2735,2735,
1967 Q1,Vassily Smyslov,2731,2731,
1967 Q2,Bobby Fischer,2807,2807,
1967 Q2,Tigran Petrosian,2763,2763,
1967 Q2,Mikhail Tal,2762,2762,
1967 Q2,Boris Spassky,2754,2754,
1967 Q2,Viktor Korchnoi,2750,2750,
1967 Q2,Vassily Smyslov,2736,2736,
1967 Q2,Mikhail Botvinnik,2730,2730,
1967 Q3,Bobby Fischer,2797,2797,
1967 Q3,Mikhail Tal,2757,2757,
1967 Q3,Viktor Korchnoi,2754,2754,
1967 Q3,Tigran Petrosian,2751,2751,
1967 Q3,Boris Spassky,2748,2748,
1967 Q3,Vassily Smyslov,2739,2739,
1967 Q3,Mikhail Botvinnik,2736,2736,
1967 Q4,Bobby Fischer,2797,2797,
1967 Q4,Viktor Korchnoi,2760,2760,
1967 Q4,Mikhail Tal,2754,2754,
1967 Q4,Tigran Petrosian,2753,2753,
1967 Q4,Boris Spassky,2752,2752,
1967 Q4,Mikhail Botvinnik,2743,2743,
1967 Q4,Vassily Smyslov,2739,2739,
1968 Q1,Bobby Fischer,2801,2801,
1968 Q1,Viktor Korchnoi,2759,2759,
1968 Q1,Mikhail Tal,2757,2757,
1968 Q1,Boris Spassky,2748,2748,
1968 Q1,Tigran Petrosian,2747,2747,
1968 Q1,Vassily Smyslov,2743,2743,
1968 Q1,Mikhail Botvinnik,2742,2742,
1968 Q2,Bobby Fischer,2800,2800,
1968 Q2,Viktor Korchnoi,2773,2773,
1968 Q2,Boris Spassky,2753,2753,
1968 Q2,Mikhail Tal,2749,2749,
1968 Q2,Tigran Petrosian,2747,2747,
1968 Q2,Vassily Smyslov,2741,2741,
1968 Q2,Mikhail Botvinnik,2737,2737,
1968 Q3,Bobby Fischer,2795,2795,
1968 Q3,Viktor Korchnoi,2778,2778,
1968 Q3,Boris Spassky,2753,2753,
1968 Q3,Mikhail Botvinnik,2751,2751,
1968 Q3,Mikhail Tal,2745,2745,
1968 Q3,Tigran Petrosian,2738,2738,
1968 Q3,Vassily Smyslov,2738,2738,
1968 Q4,Bobby Fischer,2798,2798,
1968 Q4,Viktor Korchnoi,2769,2769,
1968 Q4,Boris Spassky,2766,2766,
1968 Q4,Mikhail Botvinnik,2746,2746,
1968 Q4,Mikhail Tal,2737,2737,
1968 Q4,Vassily Smyslov,2736,2736,
1968 Q4,Tigran Petrosian,2734,2734,
1969 Q1,Bobby Fischer,2795,2795,
1969 Q1,Viktor Korchnoi,2780,2780,
1969 Q1,Boris Spassky,2771,2771,
1969 Q1,Tigran Petrosian,2748,2748,
1969 Q1,Vassily Smyslov,2744,2744,
1969 Q1,Mikhail Botvinnik,2734,2734,
1969 Q2,Bobby Fischer,2796,2796,
1969 Q2,Viktor Korchnoi,2778,2778,
1969 Q2,Boris Spassky,2770,2770,
1969 Q2,Tigran Petrosian,2750,2750,
1969 Q2,Vassily Smyslov,2746,2746,
1969 Q2,Mikhail Botvinnik,2739,2739,
1969 Q3,Bobby Fischer,2793,2793,
1969 Q3,Viktor Korchnoi,2777,2777,
1969 Q3,Boris Spassky,2773,2773,
1969 Q3,Tigran Petrosian,2749,2749,
1969 Q3,Vassily Smyslov,2748,2748,
1969 Q3,Mikhail Botvinnik,2734,2734,
1969 Q4,Bobby Fischer,2791,2791,
1969 Q4,Viktor Korchnoi,2774,2774,
1969 Q4,Boris Spassky,2770,2770,
1969 Q4,Vassily Smyslov,2759,2759,
1969 Q4,Tigran Petrosian,2749,2749,
1969 Q4,Mikhail Botvinnik,2731,2731,
1970 Q1,Bobby Fischer,2788,2788,
1970 Q1,Viktor Korchnoi,2775,2775,
1970 Q1,Boris Spassky,2767,2767,
1970 Q1,Tigran Petrosian,2747,2747,
1970 Q1,Vassily Smyslov,2745,2745,
1970 Q2,Bobby Fischer,2797,2797,
1970 Q2,Viktor Korchnoi,2776,2776,
1970 Q2,Boris Spassky,2770,2770,
1970 Q2,Tigran Petrosian,2746,2746,
1970 Q2,Vassily Smyslov,2746,2746,
1970 Q3,Bobby Fischer,2808,2808,
1970 Q3,Viktor Korchnoi,2769,2769,
1970 Q3,Boris Spassky,2763,2763,
1970 Q3,Vassily Smyslov,2748,2748,
1970 Q3,Tigran Petrosian,2742,2742,
1970 Q4,Bobby Fischer,2825,2825,
1970 Q4,Boris Spassky,2769,2769,
1970 Q4,Viktor Korchnoi,2753,2753,
1970 Q4,Tigran Petrosian,2740,2740,
1971 Q1,Bobby Fischer,2850,2850,
1971 Q1,Boris Spassky,2769,2769,
1971 Q1,Viktor Korchnoi,2750,2750,
1971 Q1,Tigran Petrosian,2732,2732,
1971 Q2,Bobby Fischer,2847,2847,
1971 Q2,Boris Spassky,2767,2767,
1971 Q2,Viktor Korchnoi,2749,2749,
1971 Q2,Tigran Petrosian,2731,2731,
1971 Q3,Bobby Fischer,2869,2869,
1971 Q3,Boris Spassky,2765,2765,
1971 Q3,Viktor Korchnoi,2748,2748,
1971 Q3,Tigran Petrosian,2735,2735,
1971 Q4,Bobby Fischer,2895,2895,
1971 Q4,Boris Spassky,2756,2756,
1971 Q4,Viktor Korchnoi,2751,2751,
1971 Q4,Tigran Petrosian,2735,2735,
1972 Q1,Bobby Fischer,2893,2893,
1972 Q1,Boris Spassky,2747,2747,
1972 Q1,Viktor Korchnoi,2747,2747,
1972 Q1,Anatoly Karpov,2737,2737,
1972 Q1,Tigran Petrosian,2736,2736,
1972 Q1,Mikhail Tal,2725,2725,
1972 Q2,Bobby Fischer,2891,2891,
1972 Q2,Boris Spassky,2747,2747,
1972 Q2,Viktor Korchnoi,2747,2747,
1972 Q2,Tigran Petrosian,2742,2742,
1972 Q2,Anatoly Karpov,2740,2740,
1972 Q2,Mikhail Tal,2725,2725,
1972 Q3,Bobby Fischer,2882,2882,
1972 Q3,Anatoly Karpov,2744,2744,
1972 Q3,Viktor Korchnoi,2743,2743,
1972 Q3,Tigran Petrosian,2741,2741,
1972 Q3,Boris Spassky,2739,2739,
1972 Q3,Mikhail Tal,2729,2729,
1972 Q4,Bobby Fischer,2870,2870,
1972 Q4,Boris Spassky,2752,2752,
1972 Q4,Mikhail Tal,2746,2746,
1972 Q4,Anatoly Karpov,2743,2743,
1972 Q4,Tigran Petrosian,2741,2741,
1972 Q4,Viktor Korchnoi,2738,2738,
1973 Q1,Bobby Fischer,2865,2865,
1973 Q1,Mikhail Tal,2762,2762,
1973 Q1,Anatoly Karpov,2754,2754,
1973 Q1,Boris Spassky,2748,2748,
1973 Q1,Tigran Petrosian,2741,2741,
1973 Q1,Viktor Korchnoi,2739,2739,
1973 Q2,Bobby Fischer,2856,2856,
1973 Q2,Mikhail Tal,2777,2777,
1973 Q2,Anatoly Karpov,2751,2751,
1973 Q2,Tigran Petrosian,2741,2741,
1973 Q2,Viktor Korchnoi,2741,2741,
1973 Q2,Boris Spassky,2732,2732,
1973 Q3,Bobby Fischer,2843,2843,
1973 Q3,Anatoly Karpov,2778,2778,
1973 Q3,Mikhail Tal,2756,2756,
1973 Q3,Viktor Korchnoi,2754,2754,
1973 Q3,Tigran Petrosian,2737,2737,
1973 Q4,Bobby Fischer,2835,2835,
1973 Q4,Anatoly Karpov,2778,2778,
1973 Q4,Mikhail Tal,2755,2755,
1973 Q4,Viktor Korchnoi,2752,2752,
1973 Q4,Tigran Petrosian,2733,2733,
1973 Q4,Boris Spassky,2721,2721,
1974 Q1,Bobby Fischer,2829,2829,
1974 Q1,Anatoly Karpov,2782,2782,
1974 Q1,Viktor Korchnoi,2755,2755,
1974 Q1,Mikhail Tal,2744,2744,
1974 Q1,Tigran Petrosian,2738,2738,
1974 Q1,Boris Spassky,2731,2731,
1974 Q2,Bobby Fischer,2816,2816,
1974 Q2,Anatoly Karpov,2787,2787,
1974 Q2,Viktor Korchnoi,2758,2758,
1974 Q2,Mikhail Tal,2748,2748,
1974 Q2,Tigran Petrosian,2738,2738,
1974 Q2,Boris Spassky,2732,2732,
1974 Q3,Bobby Fischer,2800,2800,
1974 Q3,Anatoly Karpov,2799,2799,
1974 Q3,Viktor Korchnoi,2764,2764,
1974 Q3,Mikhail Tal,2744,2744,
1974 Q3,Tigran Petrosian,2743,2743,
1974 Q3,Boris Spassky,2730,2730,
1974 Q4,Anatoly Karpov,2801,2801,
1974 Q4,Bobby Fischer,2787,2787,
1974 Q4,Viktor Korchnoi,2770,2770,
1974 Q4,Mikhail Tal,2753,2753,
1974 Q4,Tigran Petrosian,2743,2743,
1974 Q4,Boris Spassky,2726,2726,
1975 Q1,Anatoly Karpov,2804,2804,
1975 Q1,Bobby Fischer,2774,2774,
1975 Q1,Viktor Korchnoi,2772,2772,
1975 Q1,Mikhail Tal,2751,2751,
1975 Q1,Tigran Petrosian,2739,2739,
1975 Q1,Boris Spassky,2721,2721,
1975 Q2,Anatoly Karpov,2803,2803,
1975 Q2,Viktor Korchnoi,2772,2772,
1975 Q2,Bobby Fischer,2761,2761,
1975 Q2,Mikhail Tal,2750,2750,
1975 Q2,Tigran Petrosian,2739,2739,
1975 Q2,Boris Spassky,2720,2720,
1975 Q3,Anatoly Karpov,2805,2805,
1975 Q3,Viktor Korchnoi,2777,2777,
1975 Q3,Mikhail Tal,2752,2752,
1975 Q3,Tigran Petrosian,2734,2734,
1975 Q3,Boris Spassky,2719,2719,
1975 Q4,Anatoly Karpov,2804,2804,
1975 Q4,Viktor Korchnoi,2770,2770,
1975 Q4,Mikhail Tal,2739,2739,
1975 Q4,Tigran Petrosian,2734,2734,
1975 Q4,Boris Spassky,2718,2718,
1976 Q1,Anatoly Karpov,2798,2798,
1976 Q1,Viktor Korchnoi,2760,2760,
1976 Q1,Tigran Petrosian,2741,2741,
1976 Q1,Mikhail Tal,2737,2737,
1976 Q1,Boris Spassky,2724,2724,
1976 Q2,Anatoly Karpov,2807,2807,
1976 Q2,Viktor Korchnoi,2753,2753,
1976 Q2,Tigran Petrosian,2742,2742,
1976 Q2,Mikhail Tal,2738,2738,
1976 Q2,Boris Spassky,2726,2726,
1976 Q3,Anatoly Karpov,2804,2804,
1976 Q3,Viktor Korchnoi,2763,2763,
1976 Q3,Tigran Petrosian,2739,2739,
1976 Q3,Mikhail Tal,2734,2734,
1976 Q4,Anatoly Karpov,2797,2797,
1976 Q4,Viktor Korchnoi,2760,2760,
1976 Q4,Tigran Petrosian,2744,2744,
1976 Q4,Mikhail Tal,2737,2737,
1977 Q1,Anatoly Karpov,2806,2806,
1977 Q1,Viktor Korchnoi,2763,2763,
1977 Q1,Tigran Petrosian,2754,2754,
1977 Q1,Mikhail Tal,2731,2731,
1977 Q2,Anatoly Karpov,2813,2813,
1977 Q2,Viktor Korchnoi,2763,2763,
1977 Q2,Tigran Petrosian,2752,2752,
1977 Q2,Mikhail Tal,2734,2734,
1977 Q2,Boris Spassky,2719,2719,
1977 Q3,Anatoly Karpov,2821,2821,
1977 Q3,Viktor Korchnoi,2762,2762,
1977 Q3,Tigran Petrosian,2748,2748,
1977 Q3,Mikhail Tal,2729,2729,
1977 Q3,Boris Spassky,2719,2719,
1977 Q4,Anatoly Karpov,2820,2820,
1977 Q4,Viktor Korchnoi,2779,2779,
1977 Q4,Mikhail Tal,2747,2747,
1977 Q4,Tigran Petrosian,2738,2738,
1977 Q4,Boris Spassky,2734,2734,
1978 Q1,Anatoly Karpov,2824,2824,
1978 Q1,Viktor Korchnoi,2789,2789,
1978 Q1,Mikhail Tal,2746,2746,
1978 Q1,Tigran Petrosian,2741,2741,
1978 Q1,Boris Spassky,2736,2736,
1978 Q2,Anatoly Karpov,2826,2826,
1978 Q2,Viktor Korchnoi,2803,2803,
1978 Q2,Boris Spassky,2755,2755,
1978 Q2,Mikhail Tal,2746,2746,
1978 Q2,Tigran Petrosian,2741,2741,
1978 Q3,Anatoly Karpov,2822,2822,
1978 Q3,Viktor Korchnoi,2806,2806,
1978 Q3,Boris Spassky,2755,2755,
1978 Q3,Mikhail Tal,2739,2739,
1978 Q3,Tigran Petrosian,2737,2737,
1978 Q4,Anatoly Karpov,2829,2829,
1978 Q4,Viktor Korchnoi,2808,2808,
1978 Q4,Boris Spassky,2752,2752,
1978 Q4,Mikhail Tal,2738,2738,
1978 Q4,Tigran Petrosian,2734,2734,
1979 Q1,Anatoly Karpov,2825,2825,
1979 Q1,Viktor Korchnoi,2813,2813,
1979 Q1,Mikhail Tal,2748,2748,
1979 Q1,Boris Spassky,2747,2747,
1979 Q1,Tigran Petrosian,2734,2734,
1979 Q2,Anatoly Karpov,2818,2818,
1979 Q2,Viktor Korchnoi,2800,2800,
1979 Q2,Mikhail Tal,2747,2747,
1979 Q2,Boris Spassky,2742,2742,
1979 Q2,Tigran Petrosian,2740,2740,
1979 Q3,Anatoly Karpov,2831,2831,
1979 Q3,Viktor Korchnoi,2801,2801,
1979 Q3,Mikhail Tal,2761,2761,
1979 Q3,Boris Spassky,2735,2735,
1979 Q3,Tigran Petrosian,2729,2729,
1979 Q3,Garry Kasparov,2725,2725,
1979 Q4,Anatoly Karpov,2824,2824,
1979 Q4,Viktor Korchnoi,2801,2801,
1979 Q4,Mikhail Tal,2771,2771,
1979 Q4,Boris Spassky,2736,2736,
1979 Q4,Tigran Petrosian,2734,2734,
1979 Q4,Garry Kasparov,2715,2715,
1980 Q1,Anatoly Karpov,2823,2823,
1980 Q1,Viktor Korchnoi,2795,2795,
1980 Q1,Mikhail Tal,2755,2755,
1980 Q1,Boris Spassky,2731,2731,
1980 Q1,Garry Kasparov,2729,2729,
1980 Q2,Anatoly Karpov,2814,2814,
1980 Q2,Viktor Korchnoi,2788,2788,
1980 Q2,Mikhail Tal,2740,2740,
1980 Q2,Garry Kasparov,2740,2740,
1980 Q2,Boris Spassky,2733,2733,
1980 Q3,Anatoly Karpov,2824,2824,
1980 Q3,Viktor Korchnoi,2788,2788,
1980 Q3,Garry Kasparov,2755,2755,
1980 Q3,Boris Spassky,2732,2732,
1980 Q3,Mikhail Tal,2729,2729,
1980 Q4,Anatoly Karpov,2826,2826,
1980 Q4,Viktor Korchnoi,2785,2785,
1980 Q4,Garry Kasparov,2752,2752,
1980 Q4,Boris Spassky,2734,2734,
1980 Q4,Mikhail Tal,2726,2726,
1981 Q1,Anatoly Karpov,2811,2811,
1981 Q1,Viktor Korchnoi,2775,2775,
1981 Q1,Garry Kasparov,2748,2748,
1981 Q1,Boris Spassky,2733,2733,
1981 Q1,Mikhail Tal,2714,2714,
1981 Q2,Anatoly Karpov,2813,2813,
1981 Q2,Viktor Korchnoi,2787,2787,
1981 Q2,Garry Kasparov,2755,2755,
1981 Q2,Boris Spassky,2723,2723,
1981 Q2,Mikhail Tal,2721,2721,
1981 Q3,Anatoly Karpov,2814,2814,
1981 Q3,Viktor Korchnoi,2787,2787,
1981 Q3,Garry Kasparov,2758,2758,
1981 Q3,Boris Spassky,2721,2721,
1981 Q3,Mikhail Tal,2717,2717,
1981 Q4,Anatoly Karpov,2812,2812,
1981 Q4,Viktor Korchnoi,2777,2777,
1981 Q4,Garry Kasparov,2766,2766,
1981 Q4,Mikhail Tal,2722,2722,
1982 Q1,Anatoly Karpov,2817,2817,
1982 Q1,Garry Kasparov,2786,2786,
1982 Q1,Viktor Korchnoi,2764,2764,
1982 Q1,Mikhail Tal,2724,2724,
1982 Q1,Boris Spassky,2715,2715,
1982 Q2,Anatoly Karpov,2804,2804,
1982 Q2,Garry Kasparov,2786,2786,
1982 Q2,Viktor Korchnoi,2767,2767,
1982 Q2,Mikhail Tal,2717,2717,
1982 Q3,Anatoly Karpov,2799,2799,
1982 Q3,Garry Kasparov,2798,2798,
1982 Q3,Mikhail Tal,2718,2718,
1982 Q4,Garry Kasparov,2810,2810,
1982 Q4,Anatoly Karpov,2803,2803,
1982 Q4,Boris Spassky,2722,2722,
1982 Q4,Mikhail Tal,2722,2722,
1983 Q1,Garry Kasparov,2823,2823,
1983 Q1,Anatoly Karpov,2810,2810,
1983 Q1,Mikhail Tal,2729,2729,
1983 Q1,Boris Spassky,2723,2723,
1983 Q2,Garry Kasparov,2828,2828,
1983 Q2,Anatoly Karpov,2805,2805,
1983 Q2,Boris Spassky,2734,2734,
1983 Q2,Mikhail Tal,2729,2729,
1983 Q3,Garry Kasparov,2826,2826,
1983 Q3,Anatoly Karpov,2802,2802,
1983 Q3,Boris Spassky,2732,2732,
1983 Q4,Garry Kasparov,2842,2842,
1983 Q4,Anatoly Karpov,2806,2806,
1983 Q4,Boris Spassky,2732,2732,
1984 Q1,Garry Kasparov,2841,2841,
1984 Q1,Anatoly Karpov,2806,2806,
1984 Q1,Boris Spassky,2720,2720,
1984 Q2,Garry Kasparov,2847,2847,
1984 Q2,Anatoly Karpov,2806,2806,
1984 Q3,Garry Kasparov,2844,2844,
1984 Q3,Anatoly Karpov,2811,2811,
